Student_ID,Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Attendance (%),Study_Hours_per_Week,Sleep_Hours_per_Night,Stress_Level (1-10),Age,Final_Score,Total_Score,Gender_Encoded,Extracurricular_Activities_Encoded,Internet_Access_at_Home_Encoded,Department_Business,Department_CS,Department_Engineering,Department_Mathematics,Parent_Education_Level_Bachelor's,Parent_Education_Level_High School,Parent_Education_Level_Master's,Parent_Education_Level_PhD,Family_Income_Level_High,Family_Income_Level_Low,Family_Income_Level_Medium
S3987,63.61,94.75,87.2,93.2,73.46,66.42,23.2,5.3,7,22,96.24,83.232,0,0,0,0,0,0,1,0,0,1,0,0,1,0
S3988,90.74,50.95,70.75,16.9,99.15,74.66,24.3,8.0,1,19,71.06,76.6835,1,1,1,1,0,0,0,1,0,0,0,1,0,0
S3989,42.82,88.75,55.93,51.5,94.37,95.81,24.1,4.9,2,23,68.35,73.30199999999999,1,1,0,0,0,0,1,1,0,0,0,1,0,0
S3990,86.92,62.65,64.03,15.8,94.51,97.78,15.9,8.3,5,23,52.8,71.1815,1,0,0,0,0,1,0,0,1,0,0,0,1,0
S3991,52.41,69.16,75.27,44.400000000000006,56.42,96.35,8.9,8.9,10,23,85.32,66.2385,1,1,0,0,0,0,1,1,0,0,0,0,1,0
S3992,57.17,71.01,93.47,20.0,73.76,63.12,19.6,5.6,2,21,48.45,63.8145,0,0,1,0,1,0,0,0,1,0,0,0,0,1
S3993,69.59,65.24,98.41,83.6,99.68,61.62,24.7,8.6,8,23,69.47,81.517,0,1,1,0,1,0,0,0,0,1,0,0,1,0
S3994,66.98,54.68,81.87,25.5,57.45,64.88,27.8,6.8,5,20,65.28,61.266,0,0,0,0,1,0,0,1,0,0,0,0,0,1
S3995,71.23,55.72,67.53,41.7,78.71,72.07,16.3,5.3,9,24,79.5,71.3685,0,0,1,0,1,0,0,0,0,0,1,0,1,0
S3996,72.69,64.91,84.67,40.8,67.21,65.71,11.1,6.3,3,24,95.06,75.07499999999999,0,1,0,0,0,0,1,0,0,0,1,0,0,1
S3997,59.89,91.09,66.81,86.6,69.39,68.71,8.0,8.0,6,21,96.8,78.67499999999998,1,1,0,0,0,0,1,0,0,1,0,0,1,0
S3998,50.51,56.73,81.27,75.8,94.54,81.03,24.9,7.3,4,19,50.07,68.8825,1,0,0,0,0,0,1,0,0,0,1,1,0,0
S3999,86.11,87.13,62.19,5.8,79.4,88.13,18.4,6.5,7,20,55.71,70.2425,1,1,1,0,1,0,0,0,0,0,1,0,0,1
S4000,64.0,64.44,63.35,6.7,87.94,86.78,21.9,5.3,7,24,88.7,74.493,1,0,0,0,1,0,0,1,0,0,0,0,1,0
S4001,70.35,94.17,53.76,55.1,83.66,90.72,9.0,7.6,5,20,71.1,75.68199999999999,1,1,0,1,0,0,0,0,0,0,1,0,0,1
S4002,78.68,71.42,71.01,42.8,76.45,51.61,5.2,5.6,10,24,67.18,71.486,0,1,0,1,0,0,0,1,0,0,0,0,0,1
S4003,94.58,58.59,80.91,27.6,89.59,52.39,29.2,5.7,5,18,82.64,79.9835,1,1,0,0,1,0,0,0,1,0,0,0,0,1
S4004,82.45,99.29,89.44,79.3,98.54,89.47,25.3,7.7,4,19,76.12,88.762,1,0,0,1,0,0,0,0,1,0,0,0,0,1
S4005,42.73,58.83,90.52,12.9,98.34,76.65,15.0,6.8,9,19,98.24,78.993,0,0,0,0,0,1,0,1,0,0,0,0,1,0
S4006,90.31,78.38,99.62,97.4,89.47,78.91,16.4,4.9,7,18,75.04,85.73649999999999,0,1,0,0,0,1,0,0,1,0,0,0,0,1
S4007,99.36,78.46,54.39,2.4,74.37,52.63,28.2,7.4,6,21,67.96,71.53299999999999,1,1,1,0,1,0,0,1,0,0,0,0,1,0
S4008,68.35,68.64,74.66,11.8,58.16,62.77,10.2,5.3,3,24,72.57,64.195,1,1,1,0,0,0,1,1,0,0,0,0,0,1
S4009,98.18,97.57,76.07,31.1,52.22,81.92,25.1,7.8,5,24,88.51,76.318,0,0,0,0,0,1,0,0,0,1,0,1,0,0
S4010,72.84,92.19,90.23,50.9,61.57,92.96,5.4,6.4,4,24,76.76,73.9835,1,0,0,0,0,1,0,1,0,0,0,0,1,0
S4011,67.58,91.49,63.32,21.6,67.01,95.85,26.9,7.0,5,23,78.82,71.0805,1,0,0,0,0,0,1,0,0,0,1,0,1,0
S4012,59.88,98.71,53.47,73.60000000000001,56.49,75.02,19.7,7.0,2,23,98.29,74.33500000000001,1,0,0,1,0,0,0,0,0,0,1,0,1,0
S4013,79.45,72.86,65.69,35.8,61.24,77.27,16.9,4.7,5,23,77.1,68.85249999999999,0,0,1,0,0,0,1,1,0,0,0,0,1,0
S4014,53.79,54.86,99.2,3.9,54.18,91.65,22.7,7.3,7,23,62.82,58.3715,1,0,0,1,0,0,0,0,1,0,0,0,0,1
S4015,46.3,88.27,94.97,87.8,76.18,76.88,6.7,8.3,10,23,81.48,77.29650000000001,1,1,1,1,0,0,0,0,0,0,1,1,0,0
S4016,41.63,69.04,69.76,94.4,56.32,75.84,9.9,8.5,10,18,79.57,65.08500000000001,0,0,1,0,0,0,1,0,1,0,0,1,0,0
S4017,57.54,59.52,93.81,61.900000000000006,87.14,95.25,15.2,7.4,3,19,40.83,66.3845,0,0,0,1,0,0,0,0,1,0,0,1,0,0
S4018,63.75,74.16,51.64,80.7,66.63,89.5,20.4,8.8,4,21,68.04,66.8845,0,0,0,0,0,1,0,0,1,0,0,1,0,0
S4019,73.12,96.29,65.71,12.1,83.6,95.45,8.6,7.0,1,20,84.57,78.81,1,1,0,0,1,0,0,1,0,0,0,0,1,0
S4020,57.56,58.57,86.34,26.9,94.13,60.91,14.5,5.3,9,23,69.94,73.1225,0,1,1,1,0,0,0,1,0,0,0,1,0,0
S4021,99.04,92.43,61.07,32.5,54.3,76.22,11.5,7.3,3,18,86.78,74.4375,1,1,1,0,0,1,0,1,0,0,0,1,0,0
S4022,57.5,70.91,59.92,96.1,99.45,92.12,21.1,8.5,10,24,67.05,76.656,0,1,1,0,0,0,1,0,0,0,1,1,0,0
S4023,66.46,56.84,93.09,51.2,82.26,55.56,28.0,5.8,6,21,99.0,79.792,1,1,1,1,0,0,0,0,1,0,0,0,1,0
S4024,46.2,92.42,80.8,0.7000000000000001,52.67,89.73,9.1,5.3,1,21,57.57,59.1015,0,1,0,0,0,1,0,0,1,0,0,0,1,0
S4025,55.64,98.48,99.45,38.0,65.7,59.15,9.7,8.8,5,21,45.53,66.0555,1,1,0,1,0,0,0,0,0,1,0,0,0,1
S4026,42.9,64.56,56.73,0.8,94.31,90.41,20.0,7.8,10,18,65.8,66.57499999999999,1,1,0,0,0,0,1,0,1,0,0,0,0,1
S4027,73.57,65.18,67.81,23.8,79.81,80.6,16.3,4.2,5,20,72.5,70.8515,0,0,0,0,1,0,0,0,1,0,0,1,0,0
S4028,85.06,69.53,65.56,45.5,64.36,59.66,23.0,6.8,5,23,60.95,66.565,0,1,1,1,0,0,0,0,0,1,0,0,1,0
S4029,51.74,90.71,94.01,32.3,97.02,73.67,12.2,5.2,1,21,54.54,75.1245,1,0,0,0,1,0,0,0,1,0,0,0,1,0
S4030,62.07,50.52,62.76,3.3000000000000003,89.36,84.1,18.6,5.4,7,18,80.32,70.2175,0,1,1,1,0,0,0,0,1,0,0,0,0,1
S4031,41.0,61.2,67.67,11.6,86.78,81.69,14.7,4.4,5,24,62.63,64.3685,1,0,0,1,0,0,0,1,0,0,0,1,0,0
S4032,90.37,85.29,57.14,55.1,94.42,71.36,12.0,5.2,1,19,77.88,82.614,0,0,0,0,0,0,1,0,1,0,0,0,1,0
S4033,86.8,70.28,88.77,69.6,88.49,94.97,23.2,6.5,8,24,86.74,84.151,0,0,1,1,0,0,0,0,1,0,0,0,0,1
S4034,43.8,66.51,61.89,40.5,64.34,75.96,24.9,4.4,6,18,85.66,65.47749999999999,1,0,1,0,0,1,0,1,0,0,0,0,0,1
S4035,61.89,93.61,53.42,73.1,79.19,75.29,13.2,8.4,7,18,62.52,71.709,0,1,1,0,0,1,0,0,1,0,0,1,0,0
S4036,97.32,95.87,71.76,16.299999999999997,92.11,53.11,20.6,7.9,4,18,74.07,83.11999999999999,0,1,0,0,1,0,0,1,0,0,0,1,0,0
S4037,63.52,97.4,69.57,12.2,59.04,96.11,9.5,5.9,1,21,66.98,66.162,1,0,1,0,1,0,0,0,0,1,0,0,1,0
S4038,71.57,63.63,58.88,83.9,58.15,58.86,24.8,4.7,8,18,92.25,70.87049999999999,1,0,0,0,0,1,0,0,1,0,0,0,1,0
S4039,61.31,95.63,56.68,33.9,57.95,76.42,12.0,9.0,1,19,92.73,71.4715,0,1,0,0,1,0,0,0,0,1,0,0,0,1
S4040,75.77,86.85,94.83,43.2,59.71,90.18,9.3,6.8,9,21,60.62,69.10399999999998,1,0,0,0,1,0,0,0,1,0,0,0,1,0
S4041,98.69,57.71,53.39,94.8,55.16,60.77,28.5,6.1,6,24,45.5,61.462,0,0,0,0,0,1,0,0,0,0,1,1,0,0
S4042,99.85,80.51,54.97,42.400000000000006,91.88,76.37,15.6,5.0,5,19,50.05,74.74749999999999,0,1,1,0,0,1,0,0,0,1,0,0,1,0
S4043,86.48,51.32,62.25,0.3,90.92,62.03,21.1,5.0,2,22,62.02,69.691,1,1,1,0,0,1,0,0,0,0,1,0,1,0
S4044,64.26,85.42,97.64,93.8,57.57,87.98,25.2,8.0,8,24,73.85,72.6395,1,1,1,0,0,0,1,1,0,0,0,0,1,0
S4045,69.67,86.68,54.27,1.4,85.28,78.22,22.2,6.6,9,18,79.41,74.386,1,0,0,0,0,0,1,0,0,1,0,1,0,0
S4046,61.4,89.47,90.8,66.2,81.35,92.8,19.1,8.9,3,23,59.88,74.3955,1,0,0,0,0,1,0,0,1,0,0,0,1,0
S4047,99.13,58.63,94.6,32.3,63.81,94.73,14.3,8.8,10,23,80.05,73.8945,1,0,1,1,0,0,0,0,1,0,0,0,1,0
S4048,82.47,81.41,68.89,47.0,61.37,82.44,28.0,5.0,8,21,96.26,76.29700000000001,1,1,0,0,0,1,0,0,1,0,0,1,0,0
S4049,66.94,58.94,64.69,54.7,62.53,86.27,8.3,9.0,10,23,79.12,66.625,0,1,0,0,0,0,1,0,1,0,0,1,0,0
S4050,40.73,97.33,83.87,40.8,86.53,77.46,27.1,8.9,5,24,49.51,69.4725,0,0,1,0,1,0,0,1,0,0,0,0,1,0
S4051,71.23,83.75,85.13,77.4,65.97,69.22,22.7,8.0,10,21,74.78,74.116,1,1,0,1,0,0,0,1,0,0,0,0,1,0
S4052,99.04,54.77,89.0,93.1,63.9,82.41,19.3,6.0,4,24,72.51,73.92399999999999,0,1,1,1,0,0,0,0,1,0,0,1,0,0
S4053,71.38,59.35,91.53,8.6,51.12,95.41,13.1,5.1,10,18,92.24,67.5885,0,1,0,0,1,0,0,0,1,0,0,0,0,1
S4054,50.95,83.17,63.42,80.0,95.41,70.83,8.7,4.5,9,20,61.02,74.338,0,0,1,1,0,0,0,0,1,0,0,0,0,1
S4055,41.33,73.83,84.35,12.9,87.64,65.72,16.1,4.3,7,20,65.38,68.991,0,0,1,0,1,0,0,0,1,0,0,1,0,0
S4056,61.28,86.81,56.75,8.0,73.64,69.42,24.6,8.1,4,19,75.92,69.3605,1,1,1,0,0,0,1,1,0,0,0,0,0,1
S4057,95.09,64.04,75.54,95.6,97.15,71.77,23.6,8.7,5,18,71.47,83.21600000000001,0,0,0,1,0,0,0,0,0,1,0,0,0,1
S4058,99.79,82.9,80.64,48.9,64.68,53.68,21.1,7.9,5,23,83.14,78.1015,0,1,1,1,0,0,0,1,0,0,0,1,0,0
S4059,96.72,58.85,58.09,15.3,83.74,74.92,29.8,7.8,2,18,42.42,65.6365,1,1,0,0,1,0,0,0,1,0,0,0,0,1
S4060,83.77,77.19,53.83,57.0,65.26,74.72,29.3,6.1,5,22,73.81,70.4075,1,0,0,0,1,0,0,0,0,1,0,1,0,0
S4061,73.49,97.89,59.74,26.3,65.73,79.42,15.0,7.2,3,20,47.3,64.53999999999999,1,1,1,0,0,0,1,0,0,1,0,0,0,1
S4062,75.44,81.41,71.03,46.4,92.24,68.14,9.8,7.4,5,23,58.91,75.35,1,0,1,0,1,0,0,0,0,1,0,0,1,0
S4063,72.34,52.5,94.39,62.5,89.35,80.66,16.6,5.3,1,24,79.7,78.02,0,0,0,0,1,0,0,1,0,0,0,0,1,0
S4064,82.42,99.44,76.6,86.89999999999999,64.71,93.91,26.1,7.7,8,24,49.44,71.05699999999999,1,0,1,0,0,0,1,0,1,0,0,1,0,0
S4065,65.13,57.84,87.42,0.3,54.07,97.77,16.5,4.7,9,20,58.53,58.05600000000001,0,0,1,0,0,1,0,0,1,0,0,1,0,0
S4066,80.15,85.9,58.71,21.4,67.88,79.18,13.4,5.5,9,18,82.18,72.7575,0,0,1,0,0,1,0,0,0,0,1,0,0,1
S4067,47.3,76.63,55.3,9.6,88.0,52.13,23.5,6.9,8,23,79.05,70.762,1,0,0,0,1,0,0,0,1,0,0,1,0,0
S4068,55.94,64.72,61.98,9.7,55.03,98.46,21.3,6.7,2,19,45.46,52.656,1,1,0,0,0,0,1,1,0,0,0,0,0,1
S4069,90.16,58.87,65.69,94.6,83.61,85.29,29.2,7.5,2,24,74.64,77.3965,1,0,1,0,0,1,0,0,0,0,1,1,0,0
S4070,94.22,58.89,77.41,93.6,94.49,66.8,18.7,6.9,10,18,48.84,75.94449999999999,1,0,0,0,0,0,1,0,0,0,1,1,0,0
S4071,72.34,92.92,94.06,74.9,58.96,57.36,29.2,4.2,5,19,55.14,69.413,1,0,1,0,1,0,0,0,0,0,1,1,0,0
S4072,41.9,93.65,71.3,64.3,93.11,57.17,12.3,8.9,6,23,67.55,75.49799999999999,1,1,1,0,1,0,0,1,0,0,0,0,1,0
S4073,95.62,73.26,75.94,84.80000000000001,52.57,58.39,26.6,7.8,5,20,46.56,64.577,0,1,1,0,0,0,1,0,1,0,0,0,1,0
S4074,82.12,55.18,50.23,5.8,83.34,52.28,13.8,8.4,1,22,99.62,75.815,0,1,1,1,0,0,0,0,0,1,0,0,0,1
S4075,64.84,94.21,51.67,11.9,89.55,95.11,25.2,8.0,1,21,49.92,68.9645,0,1,0,0,1,0,0,0,1,0,0,1,0,0
S4076,75.9,74.35,54.19,31.7,72.24,77.04,28.1,5.1,8,20,86.88,72.93349999999998,0,1,1,0,1,0,0,0,1,0,0,1,0,0
S4077,65.79,71.94,84.95,83.2,60.19,85.0,20.6,8.7,5,19,89.79,73.819,1,1,0,0,1,0,0,0,1,0,0,0,1,0
S4078,67.92,70.37,74.31,47.2,96.24,91.41,23.2,8.9,8,18,99.67,84.324,1,1,1,0,1,0,0,0,0,0,1,0,1,0
S4079,93.21,68.25,59.65,50.4,51.0,89.58,29.0,4.4,3,24,65.72,64.434,0,0,0,0,0,0,1,0,0,0,1,0,1,0
S4080,49.67,76.3,79.63,22.9,77.75,94.13,14.4,4.8,5,23,92.45,74.441,0,1,1,0,0,0,1,0,0,1,0,0,0,1
S4081,46.22,80.23,77.23,64.80000000000001,68.64,98.36,17.8,9.0,2,20,97.45,74.88499999999999,0,1,0,0,0,0,1,0,1,0,0,1,0,0
S4082,40.16,73.32,54.44,88.80000000000001,73.05,71.95,27.5,5.5,8,24,50.37,61.4135,1,0,0,0,0,0,1,0,0,1,0,0,0,1
S4083,58.84,94.83,82.02,33.0,76.83,97.52,21.8,8.1,1,24,68.77,73.14399999999999,1,0,1,1,0,0,0,1,0,0,0,0,1,0
S4084,48.84,65.88,88.36,61.900000000000006,76.74,86.16,26.8,4.4,5,22,43.6,63.06099999999999,1,0,1,0,0,0,1,0,1,0,0,0,1,0
S4085,53.2,78.92,64.33,33.2,60.18,53.53,20.5,7.7,7,23,77.24,65.275,0,1,0,0,0,0,1,0,0,0,1,0,0,1
S4086,40.67,65.0,84.37,79.3,83.99,84.09,23.5,7.5,10,19,74.88,72.1695,0,0,1,0,1,0,0,0,0,1,0,0,1,0
S4087,53.63,87.67,59.99,47.5,50.96,84.34,5.3,8.7,5,23,52.25,57.9195,1,1,0,1,0,0,0,0,1,0,0,1,0,0
S4088,59.96,55.11,87.84,33.9,51.06,95.29,13.5,7.6,3,23,87.87,65.025,1,0,1,0,1,0,0,0,1,0,0,1,0,0
S4089,41.89,59.43,95.59,42.0,73.92,68.65,24.3,4.2,4,18,42.24,59.593,0,0,1,1,0,0,0,0,1,0,0,1,0,0
S4090,76.47,90.06,72.09,9.1,77.1,79.25,15.1,6.3,9,21,88.37,77.866,0,1,1,0,0,1,0,0,1,0,0,0,1,0
S4091,74.13,59.16,62.23,86.6,63.74,50.61,14.1,5.7,5,24,41.6,60.0685,1,0,1,1,0,0,0,0,1,0,0,0,1,0
S4092,45.82,81.29,69.96,95.8,77.58,66.6,28.8,6.9,3,19,79.41,73.979,0,0,1,1,0,0,0,0,0,0,1,0,0,1
S4093,75.7,98.51,62.5,47.7,75.81,53.11,18.8,6.1,7,18,44.73,68.692,1,1,1,0,1,0,0,1,0,0,0,0,1,0
S4094,99.92,76.14,50.06,22.1,67.46,76.09,9.8,5.4,6,24,55.07,66.5255,1,0,0,1,0,0,0,0,0,1,0,0,1,0
S4095,96.67,59.37,82.52,66.5,82.59,90.87,16.8,7.3,3,21,83.31,80.5875,0,0,0,1,0,0,0,1,0,0,0,1,0,0
S4096,40.16,66.03,52.13,45.2,97.9,60.32,18.0,5.6,10,18,56.82,66.9765,0,0,0,0,1,0,0,0,1,0,0,0,1,0
S4097,87.72,91.17,60.52,25.2,74.54,76.37,29.7,8.3,3,21,70.67,74.175,0,0,0,0,0,1,0,0,0,0,1,0,1,0
S4098,61.22,67.58,86.12,3.8,89.3,60.2,23.0,5.6,4,21,94.91,78.6395,1,1,0,0,0,1,0,0,0,0,1,1,0,0
S4099,43.82,86.18,83.29,89.0,62.38,56.03,18.0,6.6,10,21,42.98,61.738,0,0,1,0,0,1,0,0,0,0,1,0,0,1
S4100,57.76,88.87,53.67,79.7,88.1,75.55,15.8,8.1,3,18,88.66,79.94149999999999,0,1,1,1,0,0,0,0,0,0,1,1,0,0
S4101,59.3,75.06,83.0,82.89999999999999,82.45,53.96,27.9,8.1,6,23,43.92,68.314,1,1,0,0,1,0,0,0,1,0,0,0,1,0
S4102,71.39,89.16,96.53,44.0,81.98,79.37,21.1,6.9,1,21,47.61,72.432,1,1,1,0,0,1,0,0,1,0,0,0,1,0
S4103,79.67,65.85,53.73,75.3,94.65,51.57,13.9,5.9,1,23,47.16,71.151,0,0,0,0,0,1,0,0,1,0,0,0,0,1
S4104,84.94,75.81,70.78,58.1,61.67,55.34,16.6,6.8,7,24,99.65,77.509,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S4105,54.75,84.33,86.47,37.5,68.42,77.5,12.0,8.2,8,24,50.81,64.6125,1,0,0,0,0,1,0,0,1,0,0,1,0,0
S4106,59.31,58.4,83.39,84.3,54.15,79.57,29.0,5.1,4,19,93.81,69.90799999999999,1,1,0,0,1,0,0,0,0,0,1,1,0,0
S4107,58.5,63.68,61.33,99.9,86.31,51.45,22.5,4.6,7,22,99.46,80.21300000000001,0,0,0,0,0,1,0,0,0,1,0,0,0,1
S4108,61.76,82.6,58.15,89.9,92.19,78.67,14.8,6.9,2,23,63.03,75.37849999999999,0,1,1,1,0,0,0,0,0,0,1,1,0,0
S4109,99.98,82.77,89.21,77.6,70.29,91.93,9.6,6.9,9,24,77.86,80.7655,1,1,1,1,0,0,0,0,0,0,1,1,0,0
S4110,86.68,74.67,97.81,74.80000000000001,67.84,86.12,9.4,5.5,9,22,86.75,79.763,1,0,0,0,1,0,0,0,1,0,0,0,1,0
S4111,98.5,89.78,88.38,65.0,82.93,56.56,16.9,6.2,7,21,63.56,81.099,1,1,0,0,0,0,1,1,0,0,0,0,0,1
S4112,81.59,74.1,98.16,85.39999999999999,53.78,79.62,16.7,4.4,5,22,49.71,66.001,0,0,1,0,0,1,0,0,0,0,1,1,0,0
S4113,64.38,94.07,80.25,49.3,64.69,83.61,15.4,4.7,7,22,66.03,70.17199999999998,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S4114,63.38,86.8,96.45,18.2,68.31,51.86,26.3,8.1,7,21,86.31,75.1525,1,0,0,1,0,0,0,0,1,0,0,0,0,1
S4115,69.31,65.73,84.52,76.8,75.93,92.77,29.5,6.3,3,23,86.85,77.03949999999999,0,0,1,0,1,0,0,0,1,0,0,0,1,0
S4116,65.01,69.76,95.44,92.0,73.83,95.31,13.9,4.5,7,21,53.83,69.966,1,0,1,0,0,0,1,0,1,0,0,0,0,1
S4117,89.7,83.38,58.08,34.1,60.43,92.52,12.4,8.8,3,19,50.5,64.22899999999998,0,0,0,1,0,0,0,0,0,1,0,0,0,1
S4118,67.9,94.72,90.78,78.3,77.04,91.23,24.3,5.0,3,20,95.23,84.3055,0,0,1,0,0,0,1,0,0,1,0,0,0,1
S4119,57.74,58.94,59.84,27.4,96.29,87.25,16.2,5.6,7,18,42.64,64.40299999999999,0,1,0,0,1,0,0,0,0,1,0,0,0,1
S4120,86.49,75.73,51.37,94.3,51.35,81.67,10.4,8.9,7,21,84.08,70.61,1,1,0,0,1,0,0,0,0,0,1,0,0,1
S4121,91.27,55.94,75.88,68.3,84.02,83.93,9.5,4.9,6,21,42.79,68.988,1,1,1,0,1,0,0,0,0,0,1,0,1,0
S4122,65.23,63.97,65.91,56.900000000000006,81.24,90.32,12.0,8.8,7,22,90.27,75.7555,0,1,0,1,0,0,0,1,0,0,0,0,0,1
S4123,80.07,84.3,52.18,78.0,96.22,83.12,5.0,7.6,10,19,94.32,86.21950000000001,1,1,1,0,1,0,0,1,0,0,0,0,1,0
S4124,43.53,53.89,99.02,81.30000000000001,82.27,66.39,28.5,6.1,10,24,57.85,67.7235,0,1,1,1,0,0,0,1,0,0,0,0,1,0
S4125,71.77,83.12,83.32,89.2,81.24,68.8,15.8,7.0,5,24,44.44,71.5075,1,0,1,1,0,0,0,0,1,0,0,0,0,1
S4126,42.7,95.04,95.09,90.1,88.49,94.85,7.1,6.5,9,22,68.84,78.432,0,0,1,0,0,1,0,0,0,1,0,0,1,0
S4127,41.75,98.47,99.95,5.300000000000001,63.39,50.86,9.1,8.0,1,23,57.91,64.7875,0,0,1,1,0,0,0,0,0,0,1,1,0,0
S4128,76.78,60.83,69.6,12.3,79.79,84.94,13.1,4.3,5,21,65.03,68.411,1,1,0,1,0,0,0,1,0,0,0,0,1,0
S4129,58.2,87.44,62.74,82.6,75.97,97.74,18.8,8.1,3,21,79.9,75.016,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S4130,84.55,96.32,59.19,94.6,71.92,85.31,22.6,8.9,8,22,52.59,72.503,1,0,0,0,0,0,1,1,0,0,0,1,0,0
S4131,93.76,54.57,75.76,30.8,53.97,99.7,12.7,6.1,7,21,61.42,62.9115,1,1,0,0,0,1,0,0,0,0,1,0,1,0
S4132,48.36,70.7,80.3,0.8999999999999999,64.63,84.38,28.9,5.0,1,23,86.95,67.0605,0,1,0,0,0,1,0,1,0,0,0,0,0,1
S4133,83.47,95.97,73.62,32.3,64.0,51.72,24.0,4.5,9,20,78.63,74.7505,0,0,0,0,1,0,0,0,1,0,0,1,0,0
S4134,70.87,60.14,69.36,38.3,86.21,91.35,25.6,5.7,5,18,59.58,69.2605,1,0,1,0,1,0,0,0,1,0,0,0,0,1
S4135,46.73,96.69,58.41,76.10000000000001,96.03,64.23,13.1,4.7,1,18,79.86,79.93299999999999,1,1,0,0,0,1,0,1,0,0,0,0,0,1
S4136,79.1,76.36,72.09,4.8,61.54,72.3,14.5,5.1,1,18,85.92,70.71000000000001,0,0,1,0,1,0,0,0,0,0,1,0,0,1
S4137,76.57,54.99,54.26,21.3,53.73,65.6,18.5,7.3,8,20,75.55,61.2315,1,0,0,0,0,1,0,0,1,0,0,1,0,0
S4138,70.94,72.49,93.25,89.39999999999999,100.0,63.43,16.3,6.1,3,21,54.37,78.902,1,1,0,0,1,0,0,0,0,1,0,1,0,0
S4139,95.59,66.31,52.35,15.5,84.56,71.57,11.5,8.5,9,22,40.01,65.6655,1,1,1,1,0,0,0,0,1,0,0,1,0,0
S4140,71.26,64.11,69.03,75.9,94.32,68.94,29.9,6.3,8,24,88.17,81.342,1,1,1,0,1,0,0,0,1,0,0,0,0,1
S4141,99.43,77.07,55.01,36.1,57.19,81.67,26.2,4.8,6,19,89.36,73.27799999999999,0,1,1,0,1,0,0,1,0,0,0,1,0,0
S4142,70.55,74.18,88.75,66.3,90.04,90.66,10.9,4.7,6,21,81.86,81.3765,0,1,0,1,0,0,0,0,0,1,0,0,1,0
S4143,46.95,74.1,65.64,7.4,90.67,64.85,27.3,7.5,5,20,44.59,63.44,1,1,1,0,0,1,0,0,0,0,1,0,1,0
S4144,68.23,54.41,55.66,28.700000000000003,57.57,60.69,19.7,7.2,2,23,75.11,61.4455,0,0,1,0,1,0,0,0,0,1,0,0,0,1
S4145,50.94,90.12,76.57,42.5,58.07,83.34,5.3,7.5,6,20,89.26,70.67699999999999,1,0,1,0,1,0,0,0,1,0,0,1,0,0
S4146,75.83,74.07,95.81,85.7,64.77,83.52,13.7,5.7,8,24,63.38,71.627,1,0,0,1,0,0,0,0,1,0,0,0,0,1
S4147,81.59,91.05,95.43,56.3,60.84,95.06,5.6,8.6,6,18,51.88,69.476,1,0,0,1,0,0,0,0,1,0,0,0,0,1
S4148,68.11,91.23,62.48,4.5,98.77,50.8,7.2,4.6,7,21,75.26,78.82,0,1,0,1,0,0,0,0,0,1,0,1,0,0
S4149,45.86,65.86,85.98,80.19999999999999,68.15,92.65,9.5,4.2,2,24,89.58,72.20599999999999,0,0,1,0,0,0,1,0,1,0,0,0,0,1
S4150,68.12,50.22,51.51,5.5,88.07,76.05,17.1,7.7,2,18,42.93,60.3305,0,1,0,1,0,0,0,0,0,0,1,1,0,0
S4151,44.89,95.56,56.59,93.4,90.25,81.07,14.5,7.4,3,19,75.82,77.42649999999999,0,1,0,0,0,1,0,0,0,0,1,0,0,1
S4152,80.93,88.03,74.97,21.200000000000003,69.3,54.57,8.7,6.5,10,23,78.59,74.33850000000001,0,1,1,0,1,0,0,0,0,1,0,1,0,0
S4153,87.42,55.36,61.44,48.8,84.13,71.63,14.9,4.2,7,18,76.14,74.27499999999999,1,0,1,0,1,0,0,0,0,1,0,0,0,1
S4154,97.74,85.09,89.91,7.199999999999999,55.39,61.37,12.6,4.6,8,19,79.0,73.1425,1,0,1,0,0,0,1,0,1,0,0,0,1,0
S4155,48.93,51.0,96.55,56.2,69.85,62.71,15.3,5.0,4,20,77.88,67.87950000000001,0,1,1,0,1,0,0,0,0,1,0,0,1,0
S4156,71.95,51.39,50.22,49.7,98.37,75.2,9.3,7.2,10,18,47.82,67.474,0,1,0,0,1,0,0,0,0,0,1,0,0,1
S4157,74.05,76.29,61.65,41.0,58.43,90.62,20.2,7.3,6,18,54.1,61.81999999999999,0,0,1,0,0,1,0,0,0,1,0,0,0,1
S4158,95.35,54.8,71.98,3.6,69.29,87.19,6.1,7.4,9,22,77.14,69.9725,1,0,1,0,1,0,0,0,1,0,0,0,1,0
S4159,77.64,98.22,78.15,87.89999999999999,89.53,79.55,14.7,8.0,7,23,41.06,75.713,0,1,1,0,0,1,0,0,1,0,0,0,1,0
S4160,48.73,94.69,95.8,80.3,83.27,76.97,27.4,4.1,4,23,78.08,79.609,1,0,0,0,0,0,1,0,0,1,0,0,1,0
S4161,66.18,82.49,94.59,63.3,81.58,71.37,15.5,7.2,8,24,79.92,79.3785,1,1,0,0,0,1,0,1,0,0,0,0,0,1
